,building,geometry,osm_id,area,category
28,yes,"MultiPolygon (((909070.3836798423435539 7011893.27356464415788651, 909091.83494571840856224 7011910.90977260004729033, 909096.54376017872709781 7011905.15479518845677376, 909109.84643932851031423 7011916.08925582747906446, 909114.76676082180347294 7011910.11150129046291113, 909125.52022363222204149 7011918.94818348903208971, 909134.21427586325444281 7011908.36644335929304361, 909103.38990886264946312 7011883.02601752523332834, 909096.46583653520792723 7011891.45425278227776289, 909093.46021028398536146 7011895.11144133470952511, 909078.78830139734782279 7011883.04458190873265266, 909070.3836798423435539 7011893.27356464415788651)))",73229647,1064.4,commercial
29,yes,"MultiPolygon (((909018.67577636893838644 7011972.93384128902107477, 909034.63899134867824614 7011985.89193874318152666, 909035.2846443954622373 7011985.11222455091774464, 909045.09189153416082263 7011993.07645171321928501, 909051.44823445833753794 7011985.24217690713703632, 909051.75992903264705092 7011985.50208164006471634, 909061.9901902365963906 7011972.91527669504284859, 909051.75992903264705092 7011964.59834274183958769, 909043.73379374644719064 7011974.4932673741132021, 909027.87076630839146674 7011961.60944672208279371, 909018.67577636893838644 7011972.93384128902107477)))",85733821,640.68,commercial
521,yes,"MultiPolygon (((909949.10634431708604097 7012700.60633907094597816, 909965.30333022773265839 7012711.15199851524084806, 909969.82290155394002795 7012704.22676635906100273, 909953.62591564340982586 7012693.66254980769008398, 909949.10634431708604097 7012700.60633907094597816)))",560311780,160.02,commercial
30,yes,"MultiPolygon (((908951.4165400315541774 7012042.92266964167356491, 908963.87319105130154639 7012049.38320786226540804, 908965.52071951527614146 7012047.30395360942929983, 908974.48193852393887937 7012054.43282758817076683, 908990.10006308229640126 7012034.7541805412620306, 908991.81438324064947665 7012036.10940656531602144, 909019.13218628114555031 7012001.70901462156325579, 909004.49367324181366712 7011990.08754501305520535, 908988.97573622514028102 7012009.63612900953739882, 908980.88280924456194043 7012003.21275234222412109, 908973.48006310674827546 7012012.53221960552036762, 908974.38175098225474358 7012013.2562424223870039, 908954.56688162114005536 7012038.20722264051437378, 908954.88970814447384328 7012038.48569384310394526, 908951.4165400315541774 7012042.92266964167356491)))",85733825,1708.85,commercial
31,yes,"MultiPolygon (((909034.40522041812073439 7011932.5002571577206254, 909087.96102743863593787 7011973.89920026063919067, 909093.72737706173211336 7011966.43623588513582945, 909100.58465769467875361 7011971.72714274283498526, 909110.01341856457293034 7011959.53021537233144045, 909056.63572272937744856 7011918.2798626497387886, 909050.83597725920844823 7011925.77991089969873428, 909043.80058544094208628 7011920.3405187651515007, 909034.40522041812073439 7011932.5002571577206254)))",85733827,1731.38,commercial
25,yes,"MultiPolygon (((910121.78513843577820808 7012760.83560996875166893, 910151.08442841260693967 7012712.02461532596498728, 910131.12484371312893927 7012700.04935040697455406, 910128.54223152692429721 7012698.50834863074123859, 910123.83341706625651568 7012695.66770758293569088, 910094.53412708954419941 7012744.47860204242169857, 910101.70310229668393731 7012748.7674396950751543, 910106.80153497494757175 7012751.83089657407253981, 910121.78513843577820808 7012760.83560996875166893)))",55072388,1809.09,commercial
36,yes,"MultiPolygon (((909137.8989510084502399 7012676.97148752026259899, 909166.40787260071374476 7012688.66822383180260658, 909184.5863454471109435 7012644.29498180467635393, 909156.08855580422095954 7012632.61687674932181835, 909137.8989510084502399 7012676.97148752026259899)))",87294863,1477.05,commercial
7,yes,"MultiPolygon (((909970.65779773483518511 7012530.42954597529023886, 909975.53359143144916743 7012539.76819568127393723, 909995.14808570931199938 7012564.57229653373360634, 910038.79645804944448173 7012619.78769044671207666, 910078.59317600808572024 7012646.93137672916054726, 910083.84745597327128053 7012638.31668105348944664, 910090.23719474510289729 7012642.15987388230860233, 910127.86318263306748122 7012580.14916279911994934, 910120.87231861124746501 7012576.58448988292366266, 910176.93281417468097061 7012444.72984418459236622, 910199.15218453714624047 7012453.23293632641434669, 910206.53266677667852491 7012435.37274017557501793, 910210.58469624153804034 7012426.01564714778214693, 910214.55880206299480051 7012416.89991827867925167, 910257.26095873117446899 7012317.42590087093412876, 910317.11744893086142838 7012169.18258531112223864, 910156.76172244304325432 7012103.7596120685338974, 910061.26073129137512296 7012115.99389002099633217, 909983.87142129195854068 7012149.67073998507112265, 909972.33872204576618969 7012156.42840508185327053, 909963.44429473136551678 7012168.55137358233332634, 909931.52899672102648765 7012219.80964176543056965, 909927.98903691372834146 7012235.99848602339625359, 909930.57164910028222948 7012247.95448844507336617, 909935.44744279677979648 7012256.34597911685705185, 909957.68907705752644688 7012269.47162493783980608, 909965.90445547795388848 7012274.53994940780103207, 909973.54097254644148052 7012278.80996886547654867, 910026.76282109471503645 7012313.24868766218423843, 910028.78883582714479417 7012315.82927689794450998, 910033.09690012084320188 7012321.30606976989656687, 910037.17119348398409784 7012334.33899539709091187, 910040.64436159655451775 7012347.61329341307282448, 910038.46249957720283419 7012361.63023348990827799, 909971.70420094823930413 7012520.60819457843899727, 909970.65779773483518511 7012530.42954597529023886)))",24661556,115148.08,commercial
8,yes,"MultiPolygon (((909328.14396077441051602 7012668.02256751898676157, 909283.8610673367511481 7012742.49199837166815996, 909344.09604380500968546 7012778.30663962475955486, 909388.37893724243622273 7012703.81830781325697899, 909328.14396077441051602 7012668.02256751898676157)))",24718094,6071.79,commercial
9,yes,"MultiPolygon (((910027.44186998845543712 7012714.19687461294233799, 910073.02720146835781634 7012743.53171612042933702, 910112.71259993617422879 7012680.33197667077183723, 910075.76566094195004553 7012657.62549466267228127, 910068.71913717465940863 7012652.76115452032536268, 910027.44186998845543712 7012714.19687461294233799)))",25567847,3933.12,commercial
548,yes,"MultiPolygon (((909622.50609027885366231 7011522.8479579808190465, 909647.53071180917322636 7011533.09504201170057058, 909644.17999513645190746 7011541.76423389371484518, 909666.63313642935827374 7011551.6029427470639348, 909690.86738957511261106 7011496.26500431448221207, 909629.00714854116085917 7011510.44751884136348963, 909622.50609027885366231 7011522.8479579808190465)))",768435950,1886.93,commercial
10,yes,"MultiPolygon (((909134.19201196520589292 7011814.6165523212403059, 909142.59663352009374648 7011821.15116243902593851, 909143.48718944622669369 7011820.03730806335806847, 909150.9901231259573251 7011823.9357990575954318, 909141.18287598679307848 7011843.91095427237451077, 909142.0845638622995466 7011844.59783317614346743, 909156.73420885065570474 7011855.88493284210562706, 909157.79174401331692934 7011856.70176304318010807, 909167.9329496247228235 7011835.44564074277877808, 909165.86240709584672004 7011834.44317000173032284, 909171.55083307542372495 7011822.52491638250648975, 909173.62137560395058244 7011823.50882137753069401, 909187.15782568440772593 7011795.14270337671041489, 909184.97596366493962705 7011794.06598099134862423, 909169.39123495388776064 7011786.45467172842472792, 909169.97009630594402552 7011785.69354119896888733, 909162.44489872839767486 7011778.89906215481460094, 909134.19201196520589292 7011814.6165523212403059)))",27029132,1947.51,commercial
540,yes,"MultiPolygon (((910450.68970593356061727 7010930.02459740824997425, 910481.24690615630242974 7010968.41124791745096445, 910493.28054311114829034 7010958.83313018828630447, 910462.72334288829006255 7010920.44652581308037043, 910450.68970593356061727 7010930.02459740824997425)))",701531953,754.61,commercial
18,yes,"MultiPolygon (((908947.17526743258349597 7011859.63492672611027956, 909003.79236044979188591 7011905.04340857360512018, 909016.80560892354696989 7011888.7438501613214612, 909001.71068597212433815 7011876.52848541829735041, 909025.2213624274590984 7011847.06688486412167549, 909040.338549277279526 7011859.05943250004202127, 909053.36292970017530024 7011843.18694684375077486, 909038.27913869766052812 7011830.80457355082035065, 909051.50389420380815864 7011814.24526781588792801, 909062.17943337094038725 7011800.86047297064214945, 909077.14077293348964304 7011812.8715152982622385, 909083.38579636695794761 7011805.20449546072632074, 909089.89798657840583473 7011797.51891881227493286, 909075.14815404848195612 7011784.70964087080210447, 909093.24870325135998428 7011762.09853091835975647, 909105.44931944226846099 7011746.67177596781402826, 909111.20453711634036154 7011739.39466486312448978, 909100.49560210201889277 7011730.26115726586431265, 909029.69640595745295286 7011669.79834353178739548, 909025.62211259454488754 7011679.73002999275922775, 909027.90416215558070689 7011682.21759452298283577, 909020.92443008290138096 7011689.79167637415230274, 909083.10749764007050544 7011742.23496508598327637, 909059.14041127217933536 7011771.90038351528346539, 909003.23576299590058625 7011726.12137983087450266, 908999.07241404033266008 7011735.42195905465632677, 909001.09842877264600247 7011736.96277462411671877, 908994.33020373247563839 7011745.27947102952748537, 909051.68200538912788033 7011792.13530673645436764, 909042.94342536188196391 7011803.18099750950932503, 909037.15481184050440788 7011798.59564166516065598, 909034.98408176994416863 7011801.32457781862467527, 909022.0487569400575012 7011817.60539321694523096, 908978.36698875250294805 7011782.16635190043598413, 908974.40401488053612411 7011791.52268904075026512, 908979.64716289681382477 7011795.60680789779871702, 908977.63228011352475733 7011798.26148628443479538, 908976.38550181651953608 7011797.3518411461263895, 908971.53197201795410365 7011803.55228150077164173, 909013.00961428752634674 7011836.76370432041585445, 909007.72193847503513098 7011843.65105416253209114, 909003.09104765788652003 7011840.1052749315276742, 908984.93483870942145586 7011863.19927898608148098, 908953.85443687997758389 7011838.4159251693636179, 908949.80240741511806846 7011847.36391368974000216, 908954.98989568615797907 7011851.61513996869325638, 908953.00840874994173646 7011854.10275814775377512, 908952.1735125690465793 7011853.50870000384747982, 908947.17526743258349597 7011859.63492672611027956)))",27242071,10065.98,commercial
531,yes,"MultiPolygon (((909140.04741718096192926 7012597.11851303279399872, 909146.88243391562718898 7012579.46222050301730633, 909123.34949356189463288 7012570.36488210037350655, 909116.5256087762536481 7012588.03972050175070763, 909140.04741718096192926 7012597.11851303279399872)))",684480201,477.69,commercial
20,yes,"MultiPolygon (((909509.87302949419245124 7012461.60607740934938192, 909493.2641614677850157 7012490.45727836340665817, 909495.36809984385035932 7012497.10383753292262554, 909501.14558141608722508 7012500.53851413354277611, 909431.28146899410057813 7012619.28640572261065245, 909355.25025678251404315 7012574.56079607363790274, 909328.22188441792968661 7012620.49320232402533293, 909406.33477110741659999 7012666.44443951640278101, 909408.82832770107779652 7012662.2113447692245245, 909458.67719567834865302 7012695.37064714170992374, 909583.44408095953986049 7012505.66268306132405996, 909509.87302949419245124 7012461.60607740934938192)))",28480066,20461.49,commercial
465,yes,"MultiPolygon (((910808.57073688483797014 7011573.21101764868944883, 910800.5668654969194904 7011549.54238196462392807, 910799.17537186178378761 7011550.02503579389303923, 910797.75048237980809063 7011545.82966117560863495, 910790.29207649652380496 7011548.35431112255901098, 910791.70583402970805764 7011552.54968707356601954, 910782.80027476628310978 7011555.55699331127107143, 910790.7930142052937299 7011579.2256468553096056, 910808.57073688483797014 7011573.21101764868944883)))",249075122,503.53,commercial
463,yes,"MultiPolygon (((910809.8843068762216717 7011528.54696866776794195, 910794.22165452153421938 7011534.11603842675685883, 910796.23653730493970215 7011539.7593664163723588, 910811.8880577104864642 7011534.20885628554970026, 910809.8843068762216717 7011528.54696866776794195)))",249075120,99.67,commercial
76,yes,"MultiPolygon (((910348.56520507985260338 7010962.28570618387311697, 910371.75305501208640635 7010991.07579326350241899, 910387.31551982497330755 7010978.52768320869654417, 910364.1276698928559199 7010949.73764145374298096, 910348.56520507985260338 7010962.28570618387311697)))",89416518,739.01,commercial
77,yes,"MultiPolygon (((910236.86722801777068526 7011066.55049327481538057, 910251.6393244459759444 7011129.21768347825855017, 910321.92645093309693038 7011107.29524840787053108, 910272.67870820604730397 7011045.96472581010311842, 910260.15526549168862402 7011053.16695401072502136, 910251.98441486770752817 7011057.86325579881668091, 910236.86722801777068526 7011066.55049327481538057)))",89416519,3969.27,commercial
78,yes,"MultiPolygon (((910418.42931750183925033 7011017.15587809961289167, 910466.12971930659841746 7011076.38861553091555834, 910498.05614926619455218 7011050.67958580050617456, 910473.46567374980077147 7011020.1444199588149786, 910499.89292086416389793 7010998.87196626327931881, 910422.48134696658235043 7010902.73826095834374428, 910371.75305501208640635 7010943.61211407091468573, 910364.1276698928559199 7010949.73764145374298096, 910387.31551982497330755 7010978.52768320869654417, 910418.42931750183925033 7011017.15587809961289167)))",89416521,10853.18,commercial
43,yes,"MultiPolygon (((909721.8253399645909667 7012516.30091384891420603, 909744.34527295210864395 7012479.48489812947809696, 909701.48726899665780365 7012453.14010776299983263, 909672.81136816833168268 7012469.34799173660576344, 909673.10079884435981512 7012487.5981456832960248, 909721.8253399645909667 7012516.30091384891420603)))",88382900,2596.45,commercial
54,yes,"MultiPolygon (((909627.48207151726819575 7011805.92849943973124027, 909584.93576213612686843 7011901.73893959075212479, 909798.04579531087074429 7011994.28315349109470844, 909813.75297546165529639 7011957.56237191334366798, 909751.38066477014217526 7011930.90371029730886221, 909770.36063795047812164 7011886.47899388708174229, 909706.8083406564546749 7011859.31933311093598604, 909709.54680013027973473 7011852.91464190371334553, 909708.97907072701491416 7011851.29954667575657368, 909708.43360522214788944 7011849.75870900135487318, 909640.17249346768949181 7011819.42468822281807661, 909643.10019607562571764 7011812.8715152982622385, 909627.48207151726819575 7011805.92849943973124027)))",88453865,18085.09,commercial
488,yes,"MultiPolygon (((909964.91371201002039015 7011460.21479957364499569, 909948.57201076147612184 7011378.70332605578005314, 909921.49911060067825019 7011384.14234855026006699, 909937.84081184898968786 7011465.63531427644193172, 909964.91371201002039015 7011460.21479957364499569)))",262579075,2295.23,commercial
55,yes,"MultiPolygon (((909779.0880860285833478 7011895.74263140745460987, 909878.66337054327595979 7011937.60549636837095022, 909892.37793180893640965 7011904.98771526105701923, 909792.80264729436021298 7011863.12502162717282772, 909779.0880860285833478 7011895.74263140745460987)))",88453866,3822.05,commercial
60,yes,"MultiPolygon (((910239.77266672777477652 7011436.39799268543720245, 910281.36162848793901503 7011427.20914233569055796, 910275.61754276289138943 7011401.18340551014989614, 910258.3630216900492087 7011405.00743854604661465, 910250.81556021433789283 7011370.83252874668687582, 910226.46998757787514478 7011376.21585625316947699, 910239.77266672777477652 7011436.39799268543720245)))",89353679,2007.36,commercial
61,yes,"MultiPolygon (((910155.97135405836161226 7011493.96313260681927204, 910182.83274718676693738 7011488.02282159961760044, 910188.02023545780684799 7011511.4685123497620225, 910244.08073102124035358 7011499.06809091474860907, 910223.14153480320237577 7011404.28347098641097546, 910215.37143434572499245 7011406.00985527876764536, 910218.1432896665064618 7011418.52151175122708082, 910142.96923753363080323 7011435.13568534702062607, 910155.97135405836161226 7011493.96313260681927204)))",89353686,6597.44,commercial
62,yes,"MultiPolygon (((910575.7905496871098876 7011339.75780586246401072, 910716.63196943874936551 7011309.98261754494160414, 910720.55041551461908966 7011328.50856328476220369, 910785.28269941080361605 7011314.8275751480832696, 910740.02019445423502475 7011100.70553585141897202, 910534.43535885738674551 7011144.1791767468675971, 910575.7905496871098876 7011339.75780586246401072)))",89353687,43258.76,commercial
478,yes,"MultiPolygon (((909604.8730829373234883 7012524.74838471598923206, 909601.54463016241788864 7012525.23109760507941246, 909599.10673331399448216 7012523.72726138681173325, 909594.01943258487153798 7012524.59985767584294081, 909591.06946607865393162 7012529.38985603302717209, 909591.69285522715654224 7012534.95962518360465765, 909595.91186392842791975 7012537.5588521184399724, 909593.66321021434850991 7012541.21633717324584723, 909594.87659266393166035 7012546.95320797152817249, 909599.03994161961600184 7012549.51530694123357534, 909596.82468375272583216 7012553.09853370022028685, 909598.28296908235643059 7012559.02107264194637537, 909596.2235585026210174 7012562.3629460958763957, 909590.79116735188290477 7012563.32837646175175905, 909588.42006219795439392 7012567.17153312731534243, 909590.4794727775733918 7012572.55566876661032438, 909588.25308296177536249 7012576.15747188031673431, 909568.9280193600570783 7012580.20486082974821329, 909567.19143530365545303 7012583.0268947072327137, 909563.98543396883178502 7012581.0588972931727767, 909558.77568179985973984 7012582.02432992402464151, 909555.39156927971635014 7012587.51987175550311804, 909556.07061817357316613 7012593.47956836316734552, 909551.3172759166918695 7012594.14794583059847355, 909522.37420831038616598 7012641.13873550854623318, 909522.9196738152531907 7012645.42751755099743605, 909526.87151573831215501 7012647.85968500748276711, 909527.27226590539794415 7012652.53836038522422314, 909525.13493168202694505 7012655.99167016334831715, 909520.59309645753819495 7012656.47439100407063961, 909517.38709512271452695 7012661.69149118661880493, 909518.22199130360968411 7012667.18708794843405485, 909515.49466377939097583 7012671.62441378273069859, 909520.38158942514564842 7012674.63214231748133898, 909521.63949967105872929 7012678.17829285096377134, 909518.57821367413271219 7012683.13547975476831198, 909514.7933509872527793 7012683.71103349234908819, 909504.22913131082896143 7012677.19428233802318573, 909500.19936574425082654 7012683.72959974128752947, 909494.64452315389644355 7012685.40056244097650051, 909488.53308310906868428 7012695.31494830641895533, 909489.80212530435528606 7012701.59035248123109341, 909486.08405431173741817 7012707.62439961265772581, 909557.74041053536348045 7012751.75663093570619822, 909585.88197780784685165 7012706.06483006943017244, 909575.19530669157393277 7012699.49236178211867809, 909578.67960675363428891 7012693.84821254294365644, 909583.39955316320993006 7012693.36548944003880024, 909586.26046407641842961 7012688.16693478263914585, 909585.23632476129569113 7012683.19117850065231323, 909587.51837432256434113 7012679.47792956978082657, 909591.71511912543792278 7012678.23399156704545021, 909594.78753707150463015 7012673.25824148673564196, 909594.03056453389581293 7012668.91374582424759865, 909589.64457659667823464 7012666.20307879149913788, 909593.22906420018989593 7012660.37329117301851511, 909599.03994161961600184 7012663.95656776987016201, 909636.94422823481727391 7012602.40983859915286303, 909640.94059795420616865 7012601.37013926170766354, 909644.3358424233738333 7012595.85602183453738689, 909643.24491141375619918 7012591.08454956393688917, 909640.16136151866521686 7012589.19081428181380033, 909642.42114718188531697 7012585.5147411897778511, 909645.50469707674346864 7012587.40847560204565525, 909650.91482432931661606 7012586.68440062366425991, 909653.66441575181670487 7012582.2656881008297205, 909652.25065821886528283 7012576.45452788285911083, 909654.20988125680014491 7012573.2797424616292119, 909659.83151554199866951 7012572.35144286602735519, 909662.97072518221102655 7012567.26436301972717047, 909660.97810629708692431 7012562.28868222236633301, 909657.53833403158932924 7012560.17216223105788231, 909660.0764184215804562 7012556.05051964428275824, 909659.33057783322874457 7012551.18624149821698666, 909654.29893684946000576 7012548.08572987839579582, 909649.91294891212601215 7012549.29251569416373968, 909645.56035682221408933 7012546.6190212070941925, 909645.50469707674346864 7012542.66447892412543297, 909639.69381965743377805 7012539.08125686086714268, 909635.30783172009978443 7012540.28804131224751472, 909630.96637157909572124 7012537.61454984731972218, 909630.89957988471724093 7012533.67857793159782887, 909625.18889000709168613 7012530.15105758607387543, 909620.81403401866555214 7012531.32070889323949814, 909619.78989470342639834 7012530.68946848716586828, 909616.47257387789431959 7012528.6472204364836216, 909616.39465023449156433 7012524.72981883026659489, 909611.40753704670350999 7012521.68501512333750725, 909606.32023631746415049 7012522.39051831979304552, 909604.8730829373234883 7012524.74838471598923206)))",250787031,16331.12,commercial
202,yes,"MultiPolygon (((909575.84095973835792392 7011445.90243085846304893, 909563.75166303827427328 7011408.05181567464023829, 909549.19107364246156067 7011412.71119999513030052, 909554.81270792742725462 7011430.29065460991114378, 909559.96680035116150975 7011428.65708168968558311, 909566.43446276627946645 7011448.90969686210155487, 909575.84095973835792392 7011445.90243085846304893)))",99861703,492.25,commercial
204,yes,"MultiPolygon (((909696.8118503832956776 7011416.9250678401440382, 909720.43384632968809456 7011409.49975154921412468, 909717.29463668935932219 7011399.51271203812211752, 909693.67264074308332056 7011406.9380190297961235, 909696.8118503832956776 7011416.9250678401440382)))",99861705,259.22,commercial
203,yes,"MultiPolygon (((909634.75123426620848477 7011422.80963591858744621, 909674.60361197020392865 7011411.82016214542090893, 909672.58872918679844588 7011404.48766695894300938, 909730.66410753363743424 7011388.46758068818598986, 909728.6492247503483668 7011381.17223341576755047, 909760.41980742267332971 7011372.41040022484958172, 909752.33801239111926407 7011343.09916809573769569, 909723.13890995597466826 7011351.15556947886943817, 909725.28737612825352699 7011358.93353153578937054, 909712.4077110436046496 7011362.47909670881927013, 909710.96055766323115677 7011357.22572060022503138, 909672.08779147814493626 7011367.95523450244218111, 909674.35870909038931131 7011376.19729304872453213, 909625.61190407199319452 7011389.65562769211828709, 909634.75123426620848477 7011422.80963591858744621)))",99861704,4395.18,commercial
315,yes,"MultiPolygon (((909619.57838767091743648 7012845.96314556058496237, 909594.13075207557994872 7012887.27400035224854946, 909658.49568165256641805 7012926.91405559796839952, 909683.94331724778749049 7012885.60299532581120729, 909681.04901048704050481 7012883.82059035357087851, 909619.57838767091743648 7012845.96314556058496237)))",110175021,3667.72,commercial
